model,groundtruth_balanced_accuracy,dataset,balanced_accuracy
156,0.131666667,47,0.6113546233333333
157,0.316666667,47,0.510083349
158,0.173,47,0.5411816966666666
159,0.169666667,47,0.550407013
160,0.138333333,47,0.6861632543333333
161,0.177333333,47,0.6624921726666666
162,0.175666667,47,0.6250367666666666
163,0.16,47,0.9512966976666667
164,0.187,47,0.5238591786666666
165,0.174,47,0.629729913
166,0.145,47,0.7048858943333333
167,0.155,47,0.7655123759999999
168,0.115666667,47,0.49843456466666675
169,0.176333333,47,0.777375129
170,0.150666667,47,0.5652036826666667
171,0.138333333,47,0.5937908656666667
897,0.180666667,47,0.6341297966666667
898,0.158333333,47,0.7819653823333333
899,0.179,47,0.5228553536666667
900,0.221666667,47,0.5607307276666667
901,0.093,47,0.5220204553333333
902,0.190333333,47,0.8448415186666667
903,0.205666667,47,0.5165936133333333
904,0.196666667,47,0.6605205926666667
905,0.136,47,0.591159373
906,0.106666667,47,0.7953662499999999
907,0.306,47,0.510083349
908,0.188666667,47,0.5411816966666666
909,0.138666667,47,0.525986224
910,0.155,47,0.8051038720000001
911,0.156,47,0.7447153276666666
912,0.227666667,47,0.8461220620000001
913,0.212,47,0.9512966976666667
914,0.164333333,47,0.5324566893333333
915,0.183666667,47,0.5766823166666667
916,0.154666667,47,0.658442852
917,0.11,47,0.7045217039999999
918,0.101333333,47,0.419267072
919,0.058666667,47,0.6783627663333333
920,0.201333333,47,0.5833855143333334
921,0.135333333,47,0.608401594
1147,0.235333333,47,0.6502015980000001
1148,0.212,47,0.6736901266666667
1149,0.204,47,0.5416405759999999
1150,0.211666667,47,0.5607307276666667
1151,0.256666667,47,0.5220204553333333
1152,0.213333333,47,0.7804700466666666
1153,0.134,47,0.5165936133333333
1154,0.138,47,0.46796075966666667
1155,0.229333333,47,0.591159373
1156,0.110333333,47,0.6585490126666667
1157,0.185,47,0.510083349
1158,0.173711401,47,0.528073471
1159,0.184333333,47,0.6836890333333333
1160,0.240666667,47,0.5359635793333334
1161,0.175666667,47,0.6543519099999999
1162,0.196666667,47,0.7054896340000001
1163,0.225333333,47,0.6889297596666667
1164,0.172666667,47,0.6990948619999999
1165,0.338666667,47,0.6902525566666666
1166,0.175,47,0.5794714313333333
1167,0.207,47,0.7843637353333334
1168,0.108,47,0.533709038
1169,0.276333333,47,0.650050424
1170,0.273666667,47,0.6591924253333333
1171,0.175333333,47,0.6254420246666667
1247,0.756333333,47,0.4484086406666667
1248,0.787666667,47,0.5067835523333333
1249,0.784333333,47,0.5055312046666667
1250,0.918666667,47,0.5352663153333334
1251,0.925666667,47,0.5220204553333333
1252,0.895333333,47,0.615435431
1253,0.922666667,47,0.532874139
1254,0.923,47,0.47568357333333333
1255,0.921333333,47,0.591159373
1256,0.914333333,47,0.6585490126666667
1257,0.918666667,47,0.527616223
1258,0.237666667,47,0.5486957853333333
1259,0.541,47,0.5246940773333333
1260,0.788,47,0.7659776196666667
1261,0.779,47,0.5447714463333333
1262,0.575333333,47,0.7162726943333334
1263,0.916666667,47,0.6889297596666667
1264,0.582333333,47,0.6384887746666666
1265,0.915333333,47,0.5318305153333333
1266,0.540333333,47,0.538092256
1267,0.899666667,47,0.9854829706666667
1268,0.662,47,0.5508244626666666
1269,0.883,47,0.5687887589999999
1270,0.884666667,47,0.668004206
1271,0.625,47,0.6102801163333333
1447,0.741666667,47,0.6783627659999999
1448,0.797333333,47,0.7418316793333334
1449,0.779333333,47,0.7065783003333334
1450,0.921666667,47,0.5607307276666667
1451,0.929333333,47,0.5220204553333333
1452,0.907333333,47,0.7274054936666667
1453,0.922333333,47,0.6898577166666667
1454,0.926666667,47,0.46796075966666667
1455,0.923333333,47,0.591159373
1456,0.914666667,47,0.6585490126666667
1457,0.919,47,0.527616223
1458,0.2,47,0.5622628903333333
1459,0.539666667,47,0.5985984096666667
1460,0.796,47,0.6313228126666667
1461,0.779,47,0.5251513253333333
1462,0.565333333,47,0.6743190313333334
1463,0.911,47,0.6862163386666666
1464,0.499,47,0.476353159
1465,0.919,47,0.6176674086666667
1466,0.550333333,47,0.670861963
1467,0.912,47,0.9372449576666666
1468,0.658,47,0.5019828846666666
1469,0.872,47,0.6742715873333335
1470,0.887,47,0.6571561623333334
1471,0.611333333,47,0.5992177076666666
1847,0.187333333,47,0.6368190356666666
1848,0.199,47,0.6574097090000001
1849,0.205,47,0.6779069163333333
1850,0.182333333,47,0.5607307276666667
1851,0.110333333,47,0.5220204553333333
1852,0.224333333,47,0.8821887213333334
1853,0.131333333,47,0.6898577166666667
1854,0.232666667,47,0.6605205926666667
1855,0.108666667,47,0.5669473086666666
1856,0.133666667,47,0.6585490126666667
1857,0.158666667,47,0.510083349
1858,0.169249736,47,0.5708206026666667
1859,0.095666667,47,0.6773116259999999
1860,0.125333333,47,0.4626385716666667
1861,0.167666667,47,0.44583769033333337
1862,0.115666667,47,0.7722577030000001
1863,0.277,47,0.7552802043333333
1864,0.175,47,0.6335036226666667
1865,0.154,47,0.5001043623333333
1866,0.175,47,0.5794714313333333
1867,0.169,47,0.6659926526666667
1868,0.184333333,47,0.5274472973333334
1869,0.256,47,0.7960797633333333
1870,0.209333333,47,0.6254024473333334
1871,0.179,47,0.48445001033333335
1172,0.949453552,61,0.5092440053333334
1173,0.947916667,61,0.35605322
1174,0.908128415,61,0.33935633
1175,0.953722678,61,0.7569101229999999
1176,0.957991803,61,0.5254438953333334
1177,0.949112022,61,0.6708768073333333
1178,0.965334699,61,0.7165476846666667
1179,0.963114754,61,0.5203185063333333
1180,0.964993169,61,0.53321606
1181,0.953039617,61,0.5161083653333334
1182,0.962773224,61,0.6565989386666667
1183,0.885416667,61,0.5975457413333333
1184,0.923668033,61,0.5971512173333334
1185,0.943989071,61,0.979589969
1186,0.931352459,61,0.6657514183333334
1187,0.866632514,61,0.8159436206666667
1188,0.959528689,61,0.608456892
1189,0.763490437,61,0.7115138203333333
1190,0.969603825,61,0.7434559766666666
1191,0.851946721,61,0.4503935563333334
1192,0.960382514,61,0.6412227713333333
1193,0.93954918,61,0.4443529196666667
1194,0.957479508,61,0.596422151
1195,0.965846995,61,0.727297965
1196,0.887807377,61,0.6485447560000001
1522,0.725533732,61,0.5704543993333333
1523,0.729632792,61,0.6743953899999999
1524,0.729461998,61,0.47794252266666665
1525,0.500085397,61,0.761577888
1526,0.624252775,61,0.542833608
1527,0.386848847,61,0.47602050133333335
1528,0.340734415,61,0.4442305846666667
1529,0.585140905,61,0.5113490756666667
1530,0.41912895,61,0.6692293610000001
1531,0.450213493,61,0.47300018299999996
1532,0.371818958,61,0.6386600769999999
1533,0.729632792,61,0.5975457413333333
1534,0.729632792,61,0.7467311706666667
1535,0.729632792,61,0.408879226
1536,0.729632792,61,0.6616328026666667
1537,0.729632792,61,0.5021050706666667
1538,0.270367208,61,0.8245469523333333
1539,0.728949616,61,0.6991579716666667
1540,0.687275833,61,0.7118799193333333
1541,0.729632792,61,0.6563243636666667
1542,0.272587532,61,0.6682225883333334
1543,0.729632792,61,0.9513088046666667
1544,0.271391973,61,0.272228943
1545,0.270196413,61,0.7166392093333335
1546,0.729632792,61,0.6622734763333332
1597,0.729678962,61,0.727297965
1598,0.639515027,61,0.5072304593333333
1599,0.726605191,61,0.4180906086666667
1600,0.289617486,61,0.7569101229999999
1601,0.27851776,61,0.542833608
1602,0.909836066,61,0.5898814996666667
1603,0.664617486,61,0.5708401976666666
1604,0.411714481,61,0.4421563243333333
1605,0.722677596,61,0.599945085
1606,0.746584699,61,0.8667398863333333
1607,0.581796448,61,0.6565989386666667
1608,0.729678962,61,0.5001816683333333
1609,0.723872951,61,0.49899184566666666
1610,0.733948087,61,0.446183416
1611,0.482752732,61,0.666941241
1612,0.729678962,61,0.758995494
1613,0.300375683,61,0.6559582646666667
1614,0.270321038,61,0.7156324363333333
1615,0.300204918,61,0.47925506833333337
1616,0.729678962,61,0.6708768073333333
1617,0.270321038,61,0.5043016656666667
1618,0.729678962,61,0.689273293
1619,0.487875683,61,0.8109503966666667
1620,0.277663934,61,0.7166392093333335
1621,0.718920765,61,0.7001647446666667
97,0.653979239,62,0.709
98,0.714285714,62,0.5743333333333334
99,0.700444884,62,0.5970000000000001
100,0.989125062,62,0.8305000000000001
101,0.989619377,62,0.8330235906666666
102,0.974295601,62,0.7078333333333333
103,0.989125062,62,0.8525
104,0.990113693,62,0.8331666666666667
105,0.990113693,62,0.8690000000000001
106,0.989619377,62,0.8361666666666666
107,0.989619377,62,0.8471666666666667
108,0.562036579,62,0.5358333333333334
109,0.562530895,62,0.6924231913333333
110,0.713791399,62,0.5955581406666667
111,0.709342561,62,0.656
112,0.559070687,62,0.5876666666666667
113,0.97973307,62,0.9546666666666667
114,0.561542264,62,0.6043637436666667
115,0.980227385,62,0.9838333333333334
116,0.589223925,62,0.5538333333333333
117,0.974789916,62,0.9886666666666667
118,0.581314879,62,0.6405
119,0.967869501,62,0.8258333333333333
120,0.964409293,62,0.8336666666666668
121,0.576371725,62,0.5791666666666666
247,0.499752842,62,0.581887248
248,0.499752842,62,0.6871038356666667
249,0.499752842,62,0.596
250,0.398912506,62,0.5092030276666667
251,0.516559565,62,0.673856924
252,0.455264459,62,0.5161158633333333
253,0.454770143,62,0.5303333333333334
254,0.54275828,62,0.5528799109999999
255,0.545229857,62,0.5706235256666666
256,0.540286703,62,0.7001666666666667
257,0.440929313,62,0.5466911393333334
258,0.499752842,62,0.5065
259,0.499752842,62,0.5393333333333333
260,0.499752842,62,0.533774264
261,0.499752842,62,0.7246038356666666
262,0.499258527,62,0.7031666666666666
263,0.499752842,62,0.5123423423333334
264,0.499752842,62,0.5461666666666667
265,0.500247158,62,0.5031666666666667
266,0.505684627,62,0.5401666666666667
267,0.500247158,62,0.5056666666666666
268,0.490855166,62,0.5016666666666666
269,0.156203658,62,0.7094999999999999
270,0.065249629,62,0.9383333333333334
271,0.499752842,62,0.5791666666666666
297,0.508156204,62,0.5815
298,0.517548196,62,0.9488333333333334
299,0.508156204,62,0.5213333333333333
300,0.503707365,62,0.8305000000000001
301,0.521502719,62,0.5115757406666667
302,0.511122096,62,0.5363333333333333
303,0.468610974,62,0.5303333333333334
304,0.598615917,62,0.5539999999999999
305,0.624814632,62,0.8693333333333334
306,0.397923875,62,0.8535
307,0.426099852,62,0.8471666666666667
308,0.500299162,62,0.5265
309,0.452792882,62,0.5081666666666665
310,0.482451804,62,0.562802034
311,0.501730104,62,0.6628333333333333
312,0.522985665,62,0.5455823349999999
313,0.498269896,62,0.5031666666666667
314,0.583786456,62,0.579887248
315,0.408798814,62,0.5033333333333333
316,0.499752842,62,0.5361666666666667
317,0.499258527,62,0.5085000000000001
318,0.532871972,62,0.5413333333333333
319,0.453287197,62,0.4905000000000001
320,0.416213544,62,0.5513333333333333
321,0.507661888,62,0.8100304103333333
372,0.776569451,62,0.6221666666666666
373,0.748393475,62,0.5726666666666667
374,0.770143351,62,0.6453333333333333
375,0.989125062,62,0.8305000000000001
376,0.990113693,62,0.8330235906666666
377,0.983687593,62,0.6890000000000001
378,0.9935739,62,0.8620000000000001
379,0.994562531,62,0.702379911
380,0.990608008,62,0.8690000000000001
381,0.991102323,62,0.8361666666666666
382,0.987642116,62,0.8471666666666667
383,0.530400395,62,0.5358333333333334
384,0.638161147,62,0.563
385,0.779041028,62,0.7943333333333333
386,0.757291152,62,0.7955
387,0.611962432,62,0.8596666666666667
388,0.961443401,62,0.6768333333333333
389,0.619377163,62,0.6411666666666667
390,0.982204647,62,0.9700000000000001
391,0.593178448,62,0.6960000000000001
392,0.978744439,62,0.9886666666666667
393,0.588729609,62,0.6058333333333333
394,0.970835393,62,0.819
395,0.974295601,62,0.8155000000000001
396,0.663371231,62,0.5791666666666666
422,0.500247158,62,0.5066666666666667
423,0.541275334,62,0.5928333333333333
424,0.52990608,62,0.624
425,0.289174493,62,0.496
426,0.458230351,62,0.524
427,0.507661888,62,0.641
428,0.508650519,62,0.5303333333333334
429,0.591695502,62,0.5655
430,0.510133465,62,0.578956859
431,0.478002966,62,0.8361666666666666
432,0.341571923,62,0.6553333333333333
433,0.500247158,62,0.525
434,0.521997034,62,0.5728637436666667
435,0.508156204,62,0.5801970770000001
436,0.530894711,62,0.6943333333333334
437,0.51705388,62,0.5292705023333334
438,0.50963915,62,0.711
439,0.499752842,62,0.5033333333333333
440,0.267424617,62,0.591
441,0.500247158,62,0.6026666666666667
442,0.499752842,62,0.5085000000000001
443,0.534849234,62,0.8585000000000002
444,0.890261987,62,0.8896666666666667
445,0.935244686,62,0.9735
446,0.522985665,62,0.5791666666666666
1022,0.471082551,62,0.5473103
1023,0.456747405,62,0.5496666666666666
1024,0.431537321,62,0.5798333333333333
1025,0.380128522,62,0.8305000000000001
1026,0.424616906,62,0.8330235906666666
1027,0.431043005,62,0.6785542396666666
1028,0.313890262,62,0.6920000000000001
1029,0.36431043,62,0.8771666666666667
1030,0.677706377,62,0.570456859
1031,0.514087988,62,0.8361666666666666
1032,0.472565497,62,0.5055000000000001
1033,0.499752842,62,0.5358333333333334
1034,0.416213544,62,0.6150261446666666
1035,0.481463174,62,0.5573872480000001
1036,0.491349481,62,0.7083637436666667
1037,0.412259021,62,0.4795
1038,0.466633712,62,0.6638333333333334
1039,0.411270391,62,0.8330235906666666
1040,0.489372219,62,0.6865898579999999
1041,0.44982699,62,0.5401666666666667
1042,0.496292635,62,0.583887248
1043,0.419179436,62,0.4811666666666666
1044,0.476025704,62,0.8591666666666667
1045,0.468116658,62,0.8336666666666668
1046,0.430054375,62,0.5791666666666666
1347,0.500247158,62,0.5068333333333334
1348,0.505190311,62,0.5208333333333334
1349,0.547207118,62,0.5535
1350,0.508156204,62,0.8305000000000001
1351,0.421651013,62,0.5591666666666667
1352,0.502718735,62,0.8966666666666666
1353,0.421651013,62,0.5303333333333334
1354,0.551161641,62,0.5715
1355,0.453287197,62,0.5123423423333334
1356,0.491349481,62,0.8308461039999999
1357,0.530894711,62,0.5371911393333333
1358,0.500247158,62,0.5358333333333334
1359,0.500247158,62,0.5231666666666667
1360,0.524468611,62,0.7223637436666667
1361,0.494809689,62,0.9898333333333333
1362,0.531389026,62,0.8258333333333333
1363,0.467128028,62,0.711
1364,0.498764212,62,0.5071666666666667
1365,0.248640633,62,0.516
1366,0.497775581,62,0.5401666666666667
1367,0.512110727,62,0.5105000000000001
1368,0.509144834,62,0.5458333333333333
1369,0.913000494,62,0.8896666666666667
1370,0.948591201,62,0.9546666666666667
1371,0.54918438,62,0.8636666666666667
1472,0.497281265,62,0.668
1473,0.473554128,62,0.7461666666666668
1474,0.515076619,62,0.5837189559999999
1475,0.492338112,62,0.5006666666666667
1476,0.493821058,62,0.5115757406666667
1477,0.616905586,62,0.5525000000000001
1478,0.55659911,62,0.5161666666666668
1479,0.477508651,62,0.691879911
1480,0.617399901,62,0.7236666666666668
1481,0.571428571,62,0.5396666666666666
1482,0.519031142,62,0.5055000000000001
1483,0.500247158,62,0.5358333333333334
1484,0.500247158,62,0.5253333333333333
1485,0.51606525,62,0.5285
1486,0.47009392,62,0.5235
1487,0.501235788,62,0.5373333333333333
1488,0.49678695,62,0.6668333333333334
1489,0.500247158,62,0.5366902403333333
1490,0.500247158,62,0.5031666666666667
1491,0.500247158,62,0.5846902403333333
1492,0.500247158,62,0.4441710783333333
1493,0.487889273,62,0.6699999999999999
1494,0.579337617,62,0.7174999999999999
1495,0.495798319,62,0.7333873173333334
1496,0.500247158,62,0.5369999999999999
1622,0.508156204,62,0.5061666666666667
1623,0.503707365,62,0.8961666666666667
1624,0.55659911,62,0.5535
1625,0.475037074,62,0.496
1626,0.537320811,62,0.5591666666666667
1627,0.70835393,62,0.8956666666666666
1628,0.31092437,62,0.5303333333333334
1629,0.545724172,62,0.5655
1630,0.529411765,62,0.5706235256666666
1631,0.473059812,62,0.6619491966666666
1632,0.582797825,62,0.697404105
1633,0.500247158,62,0.5033333333333333
1634,0.529411765,62,0.5553333333333333
1635,0.541275334,62,0.7223637436666667
1636,0.507661888,62,0.5105000000000001
1637,0.507661888,62,0.5198333333333334
1638,0.543252595,62,0.711
1639,0.470588235,62,0.5033333333333333
1640,0.39742956,62,0.5846666666666667
1641,0.499752842,62,0.553887248
1642,0.503707365,62,0.5085000000000001
1643,0.499752842,62,0.5458333333333333
1644,0.864557588,62,0.8896666666666667
1645,0.945130994,62,0.9546666666666667
1646,0.525951557,62,0.5273333333333333
1797,0.442906574,62,0.6316038356666667
1798,0.522491349,62,0.5318333333333333
1799,0.48393475,62,0.5246666666666667
1800,0.450321305,62,0.8305000000000001
1801,0.613445378,62,0.5591666666666667
1802,0.617894217,62,0.5418333333333333
1803,0.630746416,62,0.8620000000000001
1804,0.547207118,62,0.7755000000000001
1805,0.511616411,62,0.8690000000000001
1806,0.359861592,62,0.8308461039999999
1807,0.459713297,62,0.5736666666666667
1808,0.520019773,62,0.5358333333333334
1809,0.468610974,62,0.5861666666666666
1810,0.503707365,62,0.874
1811,0.520019773,62,0.5305
1812,0.510133465,62,0.5275
1813,0.50321305,62,0.5146666666666667
1814,0.506673258,62,0.47048305000000007
1815,0.531883342,62,0.5459231913333334
1816,0.522491349,62,0.5401666666666667
1817,0.625803262,62,0.5458333333333333
1818,0.500247158,62,0.5033333333333333
1819,0.522985665,62,0.6668333333333333
1820,0.557587741,62,0.8336666666666668
1821,0.55659911,62,0.5345
222,0.856662934,67,0.9414647660000001
223,0.898096305,67,0.8679297086666667
224,0.927211646,67,0.659527732
225,0.978163494,67,0.7865641593333333
226,0.988241881,67,0.8725021966666667
227,0.984882419,67,0.7116968696666667
228,0.980403135,67,0.7165476846666667
229,0.98712206,67,0.7295442063333333
230,0.989361702,67,0.53321606
231,0.979283315,67,0.6052535236666666
232,0.991041433,67,0.6565989386666667
233,0.773046092,67,0.5969965923333334
234,0.880739082,67,0.6475379826666666
235,0.940089586,67,0.8679297086666667
236,0.922732363,67,0.723591914
237,0.877379619,67,0.815211422
238,0.984882419,67,0.663737873
239,0.931690929,67,0.6421380193333334
240,0.982642777,67,0.7045579353333333
241,0.924412094,67,0.6866190736666667
242,0.940089586,67,0.7638585643333333
243,0.914893617,67,0.5950444036666667
244,0.9731243,67,0.8064250409999999
245,0.976483763,67,0.7447807246666667
246,0.924412094,67,0.6485447560000001
347,0.64893617,67,0.8270587620000001
348,0.504479283,67,0.6751784733333334
349,0.460806271,67,0.6699148176666667
350,0.628219485,67,0.761577888
351,0.518477044,67,0.5498810176666666
352,0.501119821,67,0.7592897673333333
353,0.370100784,67,0.4315394473333333
354,0.393057111,67,0.41145085333333337
355,0.491601344,67,0.8889804133333333
356,0.568868981,67,0.736774666
357,0.413213886,67,0.3583137793333333
358,0.5,67,0.5038426603333334
359,0.504479283,67,0.6148548756666666
360,0.480963046,67,0.6008127813333334
361,0.48656215,67,0.6932088596666667
362,0.4731243,67,0.4991762766666667
363,0.247480403,67,0.6570565623333333
364,0.496640538,67,0.6782903166666667
365,0.495520717,67,0.434582744
366,0.504479283,67,0.6930258103333333
367,0.59518477,67,0.6867105986666666
368,0.504479283,67,0.6691378366666667
369,0.496080627,67,0.5404539626666667
370,0.50055991,67,0.7166392093333335
371,0.516797312,67,0.5004576243333333
522,0.329227324,67,0.42303178300000005
523,0.497760358,67,0.6496416716666666
524,0.606382979,67,0.6246058973333334
525,0.501119821,67,0.8065165663333334
526,0.555431131,67,0.5498810176666666
527,0.491601344,67,0.5086948563333333
528,0.509518477,67,0.4442305846666667
529,0.580067189,67,0.7295442063333333
530,0.316909295,67,0.53321606
531,0.426651736,67,0.619439868
532,0.436730123,67,0.6565989386666667
533,0.495520717,67,0.7047409846666667
534,0.495520717,67,0.628766646
535,0.511198208,67,0.6008127813333334
536,0.506718925,67,0.8320519863333332
537,0.501679731,67,0.49743730533333336
538,0.495520717,67,0.6119348343333333
539,0.709966405,67,0.8629873696666667
540,0.5,67,0.5575311696666666
541,0.495520717,67,0.6563243636666667
542,0.495520717,67,0.43472222233333335
543,0.495520717,67,0.7874794066666667
544,0.6075028,67,0.7127036426666665
545,0.505039194,67,0.4979864543333334
546,0.495520717,67,0.47794252266666665
622,0.498880179,67,0.557660626
623,0.532474804,67,0.7166392093333335
624,0.525755879,67,0.5649388110000001
625,0.586226204,67,0.7569101229999999
626,0.507838746,67,0.5229727256666666
627,0.437849944,67,0.984074684
628,0.555431131,67,0.7165476846666667
629,0.54087346,67,0.515284642
630,0.517917133,67,0.377631338
631,0.424972004,67,0.37753981333333336
632,0.512318029,67,0.6565989386666667
633,0.495520717,67,0.5975457413333333
634,0.477603583,67,0.4921274856666667
635,0.333146697,67,0.5718469703333334
636,0.479283315,67,0.4967051070000001
637,0.358342665,67,0.815211422
638,0.394176932,67,0.33959992333333333
639,0.358902576,67,0.48041369199999995
640,0.477603583,67,0.7093101650000001
641,0.304591265,67,0.44105802666666666
642,0.469204927,67,0.441515651
643,0.522956327,67,0.8107267066666667
644,0.565509518,67,0.6190985953333334
645,0.389137738,67,0.8876075416666667
646,0.333146697,67,0.6626395753333333
647,0.416573348,67,0.5126304230000001
648,0.564389698,67,0.5498810176666666
649,0.409854423,67,0.6719737236666666
650,0.615341545,67,0.7569101229999999
651,0.526315789,67,0.5229727256666666
652,0.519596865,67,0.6879281646666667
653,0.568868981,67,0.6681310636666667
654,0.520716685,67,0.6587040086666667
655,0.511198208,67,0.5448027820000001
656,0.40481523,67,0.37753981333333336
657,0.592385218,67,0.6673988653333334
658,0.498320269,67,0.5134541460000001
659,0.428891377,67,0.693483434
660,0.368980963,67,0.6813106353333334
661,0.552071669,67,0.9783086213333334
662,0.490481523,67,0.6688632616666667
663,0.517917133,67,0.632253341
664,0.602463606,67,0.3957458056666667
665,0.496080627,67,0.533315028
666,0.534714446,67,0.774432
667,0.446808511,67,0.3713870586666667
668,0.477043673,67,0.5064982610000001
669,0.493840985,67,0.596422151
670,0.514557671,67,0.7166392093333335
671,0.517357223,67,0.6622734763333332
1747,0.489921613,67,0.38146793599999995
1748,0.495520717,67,0.4399131863333334
1749,0.359462486,67,0.44329960399999996
1750,0.732922732,67,0.761577888
1751,0.503359462,67,0.542833608
1752,0.478163494,67,0.8257367746666667
1753,0.503359462,67,0.4442305846666667
1754,0.534714446,67,0.5153761666666666
1755,0.345464726,67,0.4410580266666666
1756,0.288913774,67,0.37753981333333336
1757,0.372900336,67,0.4384038076666667
1758,0.495520717,67,0.6349793856666667
1759,0.489921613,67,0.6900313410000001
1760,0.504479283,67,0.6477210323333333
1761,0.504479283,67,0.8064250410000001
1762,0.501119821,67,0.6471705019999999
1763,0.504479283,67,0.3532243656666667
1764,0.504479283,67,0.5710709726666666
1765,0.504479283,67,0.434582744
1766,0.504479283,67,0.5458539263333333
1767,0.504479283,67,0.441424126
1768,0.504479283,67,0.60442662
1769,0.58118701,67,0.6715558823333333
1770,0.504479283,67,0.5222367746666667
1771,0.502239642,67,0.9392187786666666
